Year,Month,Day,Title,Summary,Story,Categories,Tags,Rebbe,Sources
1834,8,,Hebron Chabad community letter to Tzemach Tzedek on Hebron events,On 8 Elul 5594 the heads of the Chabad community in Hebron wrote to the Tzemach Tzedek describing the year's catastrophes and pleading for emergency aid.,"Following the earthquake, the rebellion, and the brutal sack of Hebron, on 8 Elul 5594 the community leaders - R' Chaim Avraham (son of the Alter Rebbe) and R' Nachum (son of the Mitteler Rebbe) - wrote to the Tzemach Tzedek detailing the year's horrors. They begged him to publicize their suffering, noting that prices had tripled and they were borrowing food and money at interest to keep starving Jews alive.","organization, conflict","tzemach tzedek, hebron, chaim avraham, nachum schneuri, ibrahim pasha, appeal for aid",,Chabad Library/תולדות_חב״ד_בארץ_הקודש
1834,8,4,Ibrahim Pasha's army sacks Hebron's Jewish community,"On 28 Tammuz the Egyptian deputy enters Hebron with his army and his soldiers loot, rape, and murder Jews.","On Monday 28 Tammuz the deputy of the king (Ibrahim Pasha) entered Hebron with his army, having defeated the Arab rebels. The soldiers were given license to destroy: Jews were killed by sword and arrow, women were raped, Torah scrolls were torn apart and trampled, tefillin batim were smashed open in search of hidden treasure, and synagogue vessels and curtains were looted. Survivors were forced to carry the plunder on their shoulders to the army camp two hours' journey from the city.",conflict,"hebron, ibrahim pasha, pogrom, massacre, egyptian rule, torah scrolls, tefillin",,Chabad Library/תולדות_חב״ד_בארץ_הקודש
1835,,,Letter to Tzemach Tzedek from R' Shmuel of Tzfat,"R' Shemayah, a Chabad chassid in Tzfat, wrote to the Tzemach Tzedek in winter 5595 about plans to relocate to Hebron.","In the winter of 5595 R' Shemayah wrote to the Tzemach Tzedek explaining that after Pesach, once the rains stopped, he intended to settle in Hebron among his Chabad brethren. He noted that R' Shmuel Halevi specifically advised him to join the Hebron community. The letter is preserved in Migdal Oz and indirectly confirms R' Shmuel's role as the de facto rabbi of Hebron.",rebbe,"tzemach tzedek, tzfat, hebron, chabad, letter",,Chabad Library/תולדות_חב״ד_בארץ_הקודש
1835,,,New Russian Jewish charter promulgated,"A new Russian statute regulating Jewish life was published in 5595, replacing the 1805 charter.","The Senate had informed Governor Khovansky that his earlier proposals for regulating the rabbinate would be subsumed under a wider planned overhaul. The 1835 charter became the legal framework under which the Tzemach Tzedek and other Russian Jewish leaders operated, including the rules that conditioned the great surveillance campaign against him in the 1840s.",conflict,"russia, jewish charter, law, nicholas i",,Chabad Library/תולדות_חב״ד_ברוסיה
1835,,,New Russian statute on the Jews published,"The Russian Empire publishes its new statute regulating the status of the Jews, the second such code after the 1804/5 statute.","In 5595 (1835), the Russian government published a new statute on the Jews, the second comprehensive code of its kind after the original statute of 5565 (1804/5). The legislation governed key aspects of Jewish communal life, the role of rabbis, residence rights, and other matters that had been at the center of Khovansky's earlier proposals and of the legal pressures on the chassidic movement throughout the 1820s and 1830s.",organization,"russia, legislation, jewish status, nicholas i",,Chabad Library/מאסר_וגאולת_אדמו״ר_האמצעי
1835,,,R. Leib ben Yaakov Mordechai Twer born,"R. Leib, youngest son of R. Yaakov Mordechai Twer, was born in Eretz Yisrael around 1835 (5595).","Recorded at age 4 in the 1839 Montefiore census of the Chabad community of Hebron, R. Leib was the first of the Twer brothers born after the family's aliyah. He too adopted the family name Brimat.",general,"leib twer, brimat, hebron",,Chabad Library/תולדות_חב״ד_ברוסיה
1835,,,"Tzemach Tzedek tours Borisov, Minsk, Korenitz, Vilna and Polotsk",In the summer of 5595 (1835) the Tzemach Tzedek made an extensive tour reaching as far as Vilna.,"This summer journey was unusually broad, taking the Tzemach Tzedek into Lithuania proper, including Minsk, Vilna, and Polotsk. According to the report of Captain Yurkovsky six years later, during this stay in Minsk the Rebbe delivered public sermons and explained passages from Kabbalah and the Talmud. The trip is reconstructed from the headings of his maamarim.",rebbe,"tzemach tzedek, russia, travel, minsk, vilna, borisov, polotsk, korenitz",,Chabad Library/תולדות_חב״ד_ברוסיה
1835,,,Tzemach Tzedek visits Vilna and delivers Chassidic discourses,"The Tzemach Tzedek visited Vilna, where he delivered Chassidic discourses and received people in yechidus.","In the summer of 5595 (1835), the Tzemach Tzedek visited Vilna. The visit was documented by Shmuel Yosef Fuenn, a maskil of that generation, who described the Rebbe delivering a Chassidic discourse with eyes closed and an expression of awe. Fuenn recorded that the Rebbe did not raise his hand, modulate his voice, or pause, as if a holy spirit spoke from his throat.",rebbe,"vilna, tzemach tzedek, shmuel yosef fuenn, yechidus",,Chabad Library/תולדות_חב״ד_ברוסיה
1835,4,13,Nicholas I signs expanded Jewish charter,On 13 April 1835 (26 Nissan 5595) Tsar Nicholas I signed an expanded 'Jewish charter' replacing the 1804 law.,Nicholas I's reign brought a stream of new decrees affecting Russian Jewry. A more elaborate Jewish charter was prepared during 5595 and signed on 13 April 1835. The text was printed in Hebrew that same year as 'Chok al Odot Yehudim' in Vilna and Grodno.,general,"russia, nicholas i, jewish charter, legislation",,Chabad Library/תולדות_חב״ד_ברוסיה
1835,4,27,R' Eliyahu writes to Tzemach Tzedek about Romny rabbinate transition,R' Eliyahu ben Meshulam Feivish wrote to the Tzemach Tzedek explaining the controversy that forced his in-law R' Menachem Nachum to leave Romny for Chechersk.,"Dated 28 Nissan 5595, the letter recounts how six years of communal dispute in Romny led R' Menachem Nachum to accept a position in Chechersk. R' Eliyahu reluctantly agreed to temporarily serve as moreh tzedek in Romny until a permanent replacement could be found, and posed Pesach-related halachic questions to the Tzemach Tzedek.","organization, conflict","tzemach tzedek, eliyahu naaman, menachem nachum, romny, chechersk, machlokes, chabad",,Chabad Library/מבית_הגנזים
1835,6,,R' Natan Amram departs Hebron as shadar,R' Natan Amram left Hebron on Erev Shavuot 1835 as a shadar to Italy and Turkey on behalf of the Chabad and Sephardic communities.,"On the eve of Shavuot 1835 (ערב חג השבועות תקצ""ה), R' Natan Amram departed Hebron as a joint Chabad-Sephardic shadar. Although a request had been made to also include Germany, Holland, France, and England, those territories remained off-limits per the Pekidim u'Amarkalim agreement.",organization,"hebron, natan amram, shadar, italy, turkey, fundraising",,Chabad Library/תולדות_חב״ד_בארץ_הקודש
1835,8,,R' Natan Amram arrives in Livorno,R' Natan Amram arrived in Livorno at the end of Av 1835 to begin his fundraising mission in Italy and Turkey.,"At the end of Av 1835 (שלהי מנ""א תקצ""ה), R' Natan Amram reached Livorno, beginning a five-year shadar journey through many cities in Italy and Turkey on behalf of the Hebron Chabad community in partnership with the Sephardic kollel.",organization,"natan amram, shadar, livorno, italy, hebron",,Chabad Library/תולדות_חב״ד_בארץ_הקודש
1835,8,,Tzemach Tzedek visits Vilna,"In Av 5595 the Tzemach Tzedek arrived in Vilna to teach Chassidus, receive chassidim in yechidus, and meet with the local rav R. Avraham Avli of Pasvalys.","News of the visit reached the chassidim of Vilna at the end of Sivan or beginning of Tammuz. When the Rebbe arrived in Av, he delivered a public maamar in the great Ashkenazi beis medrash that drew leading mitnagdim, and he held learned discussions with R. Avraham Avli. The young maskil Shmuel Yosef Fuenn, then sixteen, attended the maamar and described it in print years later.","rebbe, location","tzemach tzedek, vilna, 5595, av, avraham avli, yechidus",,Chabad Library/תולדות_חבד_בפולין_HISTORY
1835,10,,R' Menachem Tzvi Hirsch visits Lubavitch seeking the Tzemach Tzedek's help,"R' Menachem Tzvi Hirsch of Krutsa visited the Tzemach Tzedek in Tishrei 5596, receiving a loan, blessings, and recommendation letters.","Struggling with poverty and poor health, R' Menachem Tzvi Hirsch sought guidance from the Tzemach Tzedek about finding a rabbinic position. The Rebbe lent him money to cover debts, blessed him to find a fitting position, and wrote a recommendation to R' Peretz Chen of Beshenkovichi.","rebbe, organization","tzemach tzedek, menachem tzvi hirsch, lubavitch, krutsa, rabbinate, chabad",,Chabad Library/מבית_הגנזים
1836,,,Dispute between R. Shimon Zarchi and R. Yosef Ashkenazi of Yakobstadt,"In 5596 R. Yosef Ashkenazi disputed several rulings of R. Shimon Zarchi, rabbi of Yakobstadt, and both sides wrote to the Tzemach Tzedek for arbitration.","R. Shimon Zarchi, author of Nachalas Shimon and rabbi of Yakobstadt, and R. Yosef Ashkenazi, author of Ohel Yosef and then a rosh metivta in Yakobstadt, clashed in 5596 over several halachic matters. They submitted their reasoning to the Tzemach Tzedek, who responded with multiple rulings adjudicating between them (Orach Chaim §§43, 75; Yoreh Deah §217; Choshen Mishpat §85).","conflict, general","shimon zarchi, yosef ashkenazi, yakobstadt, nachalat shimon, ohel yosef, halachic dispute",,Chabad Library/תולדות_חב״ד_ברוסיה
1836,,,Passing of Rabbi Avraham Avli Posveler of Vilna,"Rabbi Avraham Avli Posveler, av beit din of Vilna, passed away in 5596.","Rabbi Avraham Avli Posveler, who served as av beit din of Vilna, passed away in 5596 (1836). He had been born in 5524 (1764) in Posval. Several volumes of his responsa and novellae written from Vilna in 5593–5594 survived in the Chabad library archives.",general,"vilna, posveler, rabbinate",,Chabad Library/מבית_הגנזים
1836,,,R' Shlomo Kugel lives in Kiskoriene near Pleshchenitsy,"In 1836 R' Shlomo Kugel lived in the village of Kiskoriene near Pleshchenitsy in the Minsk region, beginning the Chassidic presence in the area.","According to a 5716 memoir by Mariasha Badana Putrefas, in 1836 (5596) a Jew named R' Shlomo Kugel lived in the village of Kiskoriene near Pleshchenitsy in the Minsk gubernia. Known as R' Shlomo Kiskoriener, his sons Hendel, Yosef and Gershon later spread Chassidut from the surrounding villages into the strongly mitnagdic town of Pleshchenitsy.","location, general","pleshchenitsy, kiskoriene, minsk, kugel family, white russia",,Chabad Library/תולדות_חב״ד_ברוסיה
1836,,,Tsarist decree shuts down Hebrew printing presses in Russia,The 1836-1837 (5597) decree of Tsar Nicholas I ordered the closure of Hebrew printing presses in Russia and inspection of existing Jewish books.,"Under Nicholas I, the regime moved against Jewish printing, closing presses and requiring every existing Jewish book in private hands to be inspected and stamped by an authorized rabbi-censor. The decree drove Hebrew printing — including Chabad printing — underground. Several Chabad works appeared in the following years from a clandestine press with falsified imprints.","conflict, publication","russia, tsarist, censorship, printing, decree, nicholas-i",,Chabad Library/תולדות_חב״ד_ברוסיה
